label,image_path,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
open palm,dataset\images\open palm_1.jpg,0.25690901279449463,0.6744792461395264,5.446344175652484e-07,0.3157042860984802,0.6292904019355774,-0.03346335142850876,0.36120277643203735,0.5384703874588013,-0.04484919086098671,0.3910115957260132,0.4602155387401581,-0.05307817831635475,0.41698572039604187,0.40630006790161133,-0.06030815467238426,0.31030628085136414,0.4251455068588257,-0.025396248325705528,0.3387925326824188,0.3324905037879944,-0.046261079609394073,0.35333752632141113,0.2707670331001282,-0.06367136538028717,0.36396291851997375,0.21774300932884216,-0.07609115540981293,0.2649834156036377,0.4127196669578552,-0.023744311183691025,0.27270352840423584,0.3039449453353882,-0.03991524130105972,0.2759251594543457,0.2335258275270462,-0.05358928069472313,0.2778163254261017,0.1749606728553772,-0.06339021772146225,0.2251574993133545,0.42517200112342834,-0.02660854533314705,0.22252564132213593,0.3265466094017029,-0.04399522393941879,0.22395195066928864,0.2637411952018738,-0.05538739636540413,0.22676561772823334,0.20843158662319183,-0.06325524300336838,0.18906842172145844,0.459532231092453,-0.03305649384856224,0.16894230246543884,0.3942625820636749,-0.050735197961330414,0.1570119559764862,0.35129958391189575,-0.05728951841592789,0.14828011393547058,0.3076406717300415,-0.060666654258966446
open palm,dataset\images\open palm_2.jpg,0.2674071192741394,0.6686404943466187,5.630785722132714e-07,0.32781854271888733,0.6264093518257141,-0.035874079912900925,0.37323176860809326,0.5381662249565125,-0.04880336672067642,0.40442463755607605,0.46026894450187683,-0.05807480961084366,0.43024301528930664,0.40565165877342224,-0.06633718311786652,0.3228948712348938,0.4236406981945038,-0.029684631153941154,0.35210511088371277,0.3306645452976227,-0.05177151784300804,0.3665066957473755,0.26772549748420715,-0.0697251558303833,0.37673884630203247,0.21428436040878296,-0.08247765898704529,0.27715203166007996,0.4096316695213318,-0.027210194617509842,0.2851192057132721,0.2988438606262207,-0.044673360884189606,0.2878393828868866,0.2272489219903946,-0.05886412411928177,0.28906673192977905,0.16790345311164856,-0.06880394369363785,0.2369675636291504,0.42144691944122314,-0.029181549325585365,0.23488618433475494,0.3195192813873291,-0.047719500958919525,0.23508134484291077,0.2557867765426636,-0.05936127156019211,0.23673680424690247,0.20031888782978058,-0.06711968034505844,0.20088383555412292,0.45624133944511414,-0.03481060266494751,0.18009841442108154,0.3900196850299835,-0.053410958498716354,0.16807714104652405,0.3461093306541443,-0.06022375449538231,0.1597050428390503,0.30242303013801575,-0.06353472918272018
open palm,dataset\images\open palm_3.jpg,0.2788130044937134,0.6650607585906982,5.856877010046446e-07,0.3381388187408447,0.6240857839584351,-0.0336277075111866,0.3840264678001404,0.5375192165374756,-0.04594944417476654,0.41682660579681396,0.46234411001205444,-0.05513026565313339,0.44404157996177673,0.40781551599502563,-0.0633852481842041,0.33114075660705566,0.42132923007011414,-0.02796347066760063,0.3597307801246643,0.32903343439102173,-0.04961217939853668,0.37509965896606445,0.26850152015686035,-0.06686338782310486,0.38674870133399963,0.21657517552375793,-0.07892269641160965,0.28714069724082947,0.4067545533180237,-0.02631797455251217,0.30190202593803406,0.2980496883392334,-0.04308556392788887,0.31111249327659607,0.22853678464889526,-0.05609433725476265,0.3177870810031891,0.17126917839050293,-0.06508290767669678,0.24743948876857758,0.41852617263793945,-0.02915780059993267,0.24347640573978424,0.3179861009120941,-0.046957485377788544,0.24449855089187622,0.2551039457321167,-0.05829542875289917,0.24799451231956482,0.20020031929016113,-0.06581711024045944,0.21109874546527863,0.4535963237285614,-0.035511989146471024,0.1889006793498993,0.38709402084350586,-0.053816813975572586,0.17585378885269165,0.3417295515537262,-0.061083123087882996,0.16739140450954437,0.29609009623527527,-0.06478475779294968
open palm,dataset\images\open palm_4.jpg,0.2841004431247711,0.6518235206604004,5.974576424705447e-07,0.3441482484340668,0.6150362491607666,-0.036291640251874924,0.39277932047843933,0.5327546000480652,-0.050069212913513184,0.4271688163280487,0.46023428440093994,-0.06038584187626839,0.4537152051925659,0.4066271185874939,-0.0697512999176979,0.3406749665737152,0.41587212681770325,-0.030154893174767494,0.3701916038990021,0.32591235637664795,-0.05295422673225403,0.38639479875564575,0.26508593559265137,-0.07142015546560287,0.39858129620552063,0.21320532262325287,-0.08430828899145126,0.29601481556892395,0.40069931745529175,-0.02791808545589447,0.30829018354415894,0.2927470803260803,-0.04597427695989609,0.31504279375076294,0.2227303683757782,-0.06057628616690636,0.3196357190608978,0.1649911105632782,-0.07074256241321564,0.2562538981437683,0.4118903577327728,-0.030319280922412872,0.2537785768508911,0.3128952383995056,-0.04946015030145645,0.2539271116256714,0.25049889087677,-0.06142421439290047,0.25630438327789307,0.19627973437309265,-0.06913577020168304,0.22001376748085022,0.44612249732017517,-0.03645015507936478,0.19943776726722717,0.3789561688899994,-0.05567929148674011,0.1865241527557373,0.333490252494812,-0.06301051378250122,0.17793574929237366,0.28770366311073303,-0.0666143149137497
open palm,dataset\images\open palm_5.jpg,0.2854293882846832,0.6446247696876526,6.083112680244085e-07,0.3453013300895691,0.6091068983078003,-0.03860018029808998,0.3937743306159973,0.5274324417114258,-0.05301158130168915,0.4274701178073883,0.45552027225494385,-0.06337428838014603,0.45233088731765747,0.4015849828720093,-0.0726097896695137,0.341928631067276,0.41158607602119446,-0.03261533007025719,0.3716025650501251,0.32183682918548584,-0.0553119033575058,0.38748642802238464,0.26119348406791687,-0.07335669547319412,0.3989206850528717,0.20986288785934448,-0.08597498387098312,0.29705896973609924,0.39679545164108276,-0.029194071888923645,0.30827614665031433,0.2886565923690796,-0.047468509525060654,0.31396034359931946,0.21914316713809967,-0.06200859323143959,0.3174504041671753,0.16269361972808838,-0.07199972867965698,0.25730612874031067,0.4079114496707916,-0.03053126484155655,0.25463974475860596,0.3087521493434906,-0.050086814910173416,0.2541411221027374,0.24606749415397644,-0.062480486929416656,0.2556442320346832,0.19204239547252655,-0.07041389495134354,0.221346914768219,0.441540390253067,-0.03572693094611168,0.20135393738746643,0.37527820467948914,-0.05538986623287201,0.18859300017356873,0.3304864466190338,-0.06315682828426361,0.18021798133850098,0.28516849875450134,-0.06705605983734131
open palm,dataset\images\open palm_6.jpg,0.26935410499572754,0.6205146908760071,4.63738530243063e-07,0.32064947485923767,0.5747590065002441,-0.03104444593191147,0.3539499044418335,0.48783808946609497,-0.041591692715883255,0.3742577135562897,0.41123706102371216,-0.04901549220085144,0.3956540822982788,0.35702887177467346,-0.055732641369104385,0.3094130754470825,0.3912365436553955,-0.025562679395079613,0.32943403720855713,0.30382466316223145,-0.04430994391441345,0.3374587893486023,0.24628718197345734,-0.05892032012343407,0.3424340784549713,0.19762636721134186,-0.06955825537443161,0.267708957195282,0.38267165422439575,-0.023646552115678787,0.269679993391037,0.2828367352485657,-0.039314065128564835,0.2696000933647156,0.21851171553134918,-0.05163368582725525,0.268687903881073,0.16556283831596375,-0.060409367084503174,0.23116877675056458,0.3965432047843933,-0.025771060958504677,0.22189481556415558,0.305672824382782,-0.0430142767727375,0.2193375527858734,0.247075155377388,-0.054727498441934586,0.21897363662719727,0.19593174755573273,-0.06272339075803757,0.19888894259929657,0.42978614568710327,-0.030969824641942978,0.17438340187072754,0.37046360969543457,-0.04925982281565666,0.15926572680473328,0.32935041189193726,-0.05761914327740669,0.14786101877689362,0.2874569892883301,-0.06233466416597366
open palm,dataset\images\open palm_7.jpg,0.2124425768852234,0.6128818988800049,3.7337579783525143e-07,0.2630726993083954,0.5758816003799438,-0.03766516223549843,0.3013133406639099,0.49375247955322266,-0.048548728227615356,0.3180815279483795,0.4207753539085388,-0.05497191101312637,0.31843262910842896,0.3619963228702545,-0.0601312592625618,0.26831382513046265,0.38637590408325195,-0.02426205202937126,0.27101945877075195,0.2991427779197693,-0.04203389957547188,0.2673563063144684,0.24554908275604248,-0.058456409722566605,0.2625451385974884,0.199154794216156,-0.0703456774353981,0.2315024882555008,0.37598535418510437,-0.018101811408996582,0.23448100686073303,0.27962228655815125,-0.032683394849300385,0.23414352536201477,0.2157142609357834,-0.048148609697818756,0.23342549800872803,0.1631624698638916,-0.05966242402791977,0.19726550579071045,0.3849961757659912,-0.01691562496125698,0.19872267544269562,0.2932746112346649,-0.031973596662282944,0.2002788782119751,0.2343793362379074,-0.04612062871456146,0.2018820196390152,0.18497873842716217,-0.05616425350308418,0.1634082794189453,0.4095836877822876,-0.019571298733353615,0.15933963656425476,0.34046119451522827,-0.034679412841796875,0.15760575234889984,0.2950965166091919,-0.043849676847457886,0.15762700140476227,0.2524760961532593,-0.05003560334444046
open palm,dataset\images\open palm_8.jpg,0.23450180888175964,0.612359881401062,5.359475494515209e-07,0.2940482795238495,0.5868170261383057,-0.02958928793668747,0.3456745147705078,0.521314263343811,-0.04233010485768318,0.3883132338523865,0.47326359152793884,-0.053128931671381,0.4259212613105774,0.45646244287490845,-0.06360422819852829,0.30118781328201294,0.39513567090034485,-0.028249571099877357,0.33204931020736694,0.3176833391189575,-0.04676022008061409,0.35066625475883484,0.26882001757621765,-0.06135062128305435,0.362896203994751,0.227959543466568,-0.07228908687829971,0.2570055425167084,0.3763115406036377,-0.028520943596959114,0.26630327105522156,0.27733805775642395,-0.04370398819446564,0.27256685495376587,0.21707618236541748,-0.05495971813797951,0.27482593059539795,0.16868525743484497,-0.06312131136655807,0.21539540588855743,0.38250941038131714,-0.03269382566213608,0.20254430174827576,0.2905820608139038,-0.05099000409245491,0.1965128779411316,0.23246163129806519,-0.06559062749147415,0.1920863687992096,0.18215695023536682,-0.07516741752624512,0.17766299843788147,0.4114498794078827,-0.0396493598818779,0.1420803666114807,0.35028576850891113,-0.05954379588365555,0.11916756629943848,0.3116839528083801,-0.07010920345783234,0.10100953280925751,0.27169713377952576,-0.07624190300703049
open palm,dataset\images\open palm_9.jpg,0.6946743726730347,0.6663267016410828,4.178782830877026e-07,0.632483720779419,0.6244367361068726,-0.023591725155711174,0.5836681723594666,0.553261935710907,-0.03459689021110535,0.5500619411468506,0.4973885715007782,-0.04433732479810715,0.5188252925872803,0.4614107012748718,-0.05540488287806511,0.6400325894355774,0.44662952423095703,-0.026865718886256218,0.6166473627090454,0.36126452684402466,-0.0461549311876297,0.6054007411003113,0.306504487991333,-0.06099814549088478,0.5990474224090576,0.25807076692581177,-0.07320789247751236,0.6856258511543274,0.43380120396614075,-0.03290068358182907,0.6871958374977112,0.3298793435096741,-0.05190521478652954,0.6878858804702759,0.26176998019218445,-0.0695624053478241,0.6888313293457031,0.20339331030845642,-0.08306639641523361,0.7258044481277466,0.44954895973205566,-0.04214117303490639,0.7516385912895203,0.35914966464042664,-0.07007574290037155,0.7671329975128174,0.2982694208621979,-0.09376205503940582,0.7790926694869995,0.24218547344207764,-0.11006057262420654,0.7601536512374878,0.48785051703453064,-0.05236272141337395,0.8092173337936401,0.44119733572006226,-0.08380953967571259,0.8412790298461914,0.4067070484161377,-0.10199826955795288,0.8678688406944275,0.37083008885383606,-0.11380071192979813
open palm,dataset\images\open palm_10.jpg,0.6940692663192749,0.6608352661132812,4.279778806903778e-07,0.6343784332275391,0.6194013953208923,-0.0244451854377985,0.5874248147010803,0.5490719676017761,-0.036376893520355225,0.5538880228996277,0.4935688078403473,-0.04686626419425011,0.5211343765258789,0.45981624722480774,-0.05867375433444977,0.6405934691429138,0.44293323159217834,-0.028317399322986603,0.6174349784851074,0.3580476939678192,-0.048107828944921494,0.6064625978469849,0.3037707209587097,-0.06311722099781036,0.6005272269248962,0.25596868991851807,-0.0753215104341507,0.6859760284423828,0.43024882674217224,-0.03390553966164589,0.6887917518615723,0.32744938135147095,-0.05326949805021286,0.690409779548645,0.2607172727584839,-0.07087098062038422,0.6923661231994629,0.20369315147399902,-0.08423028886318207,0.725762128829956,0.4462974965572357,-0.04269302636384964,0.7517347931861877,0.35683828592300415,-0.07075686752796173,0.7677823901176453,0.2979285717010498,-0.0941891223192215,0.7806116938591003,0.24387994408607483,-0.11023101210594177,0.7595716714859009,0.48482564091682434,-0.05251895263791084,0.8081820607185364,0.4393434226512909,-0.08389981091022491,0.840149462223053,0.40617772936820984,-0.10195190459489822,0.8667465448379517,0.3716607391834259,-0.11360533535480499
open palm,dataset\images\open palm_11.jpg,0.6992817521095276,0.65778648853302,4.243814544224733e-07,0.6364936232566833,0.6161813735961914,-0.023354314267635345,0.5849233865737915,0.5441489815711975,-0.03459814935922623,0.5500776767730713,0.4869776964187622,-0.04458119347691536,0.5178949236869812,0.4514228105545044,-0.05610286444425583,0.6404175758361816,0.4321342408657074,-0.02988959290087223,0.6160807609558105,0.34283608198165894,-0.05028251186013222,0.6038513779640198,0.28460127115249634,-0.0655876100063324,0.5969195365905762,0.2335072159767151,-0.07813043892383575,0.6879611611366272,0.4179825782775879,-0.03684674948453903,0.6878020167350769,0.3093768060207367,-0.05686550214886665,0.6878474950790405,0.23743881285190582,-0.07541735470294952,0.6885822415351868,0.1759394407272339,-0.08968401700258255,0.7308464050292969,0.4338107109069824,-0.04673073813319206,0.7569891810417175,0.34075257182121277,-0.07605404406785965,0.7738240361213684,0.27636176347732544,-0.10094450414180756,0.786969006061554,0.21793149411678314,-0.1180957555770874,0.7681156992912292,0.4733554422855377,-0.05744857341051102,0.8187116980552673,0.4230059087276459,-0.09066017717123032,0.8529477715492249,0.38781189918518066,-0.10949920117855072,0.8813853859901428,0.35212862491607666,-0.12161259353160858
open palm,dataset\images\open palm_12.jpg,0.6968440413475037,0.6509374380111694,3.881879706568725e-07,0.6360113024711609,0.6100499629974365,-0.020166831091046333,0.5871292352676392,0.5388932824134827,-0.030123461037874222,0.5537848472595215,0.4836639165878296,-0.03926147148013115,0.521918535232544,0.45010098814964294,-0.05016952380537987,0.6425055265426636,0.43111369013786316,-0.026401201263070107,0.6177774667739868,0.34395837783813477,-0.04520037770271301,0.6052923202514648,0.2881733775138855,-0.05963251739740372,0.5980116724967957,0.23989275097846985,-0.07147912681102753,0.688907265663147,0.4174818992614746,-0.034011360257864,0.6893334984779358,0.3100857138633728,-0.05204321816563606,0.6895808577537537,0.2401520311832428,-0.06940806657075882,0.6902056336402893,0.1803082823753357,-0.08288738876581192,0.7302942872047424,0.4331015348434448,-0.04422048479318619,0.7567328214645386,0.33778902888298035,-0.07138779759407043,0.772730827331543,0.27431467175483704,-0.09528643637895584,0.7849787473678589,0.21667319536209106,-0.11200518906116486,0.7659971117973328,0.47228488326072693,-0.05494501069188118,0.8169751763343811,0.4236478805541992,-0.08600374311208725,0.8503276705741882,0.3878001570701599,-0.10397157073020935,0.8776564598083496,0.3512778878211975,-0.11572613567113876
open palm,dataset\images\open palm_13.jpg,0.6921080946922302,0.64609694480896,4.2971024072357977e-07,0.6310284733772278,0.6065189838409424,-0.022682931274175644,0.5845854878425598,0.5364421010017395,-0.03336573392152786,0.554960310459137,0.4786073565483093,-0.042632944881916046,0.5256239175796509,0.4403274953365326,-0.05324849858880043,0.6364943385124207,0.4296327233314514,-0.027924729511141777,0.6115860342979431,0.34336963295936584,-0.047404058277606964,0.5985762476921082,0.2877863049507141,-0.06207723170518875,0.5909618139266968,0.2388523370027542,-0.07387042045593262,0.6821441054344177,0.4155937433242798,-0.03417345881462097,0.6829995512962341,0.30984240770339966,-0.052815910428762436,0.6831116080284119,0.24024733901023865,-0.07032594084739685,0.6837106347084045,0.1804543137550354,-0.08351487666368484,0.722488284111023,0.4307789206504822,-0.04324349761009216,0.7475113868713379,0.33772575855255127,-0.07066386938095093,0.7621011137962341,0.2754935026168823,-0.09427834302186966,0.7733039855957031,0.2191227376461029,-0.11041092127561569,0.757331907749176,0.4691292941570282,-0.053082264959812164,0.8067644238471985,0.4214240312576294,-0.08425144851207733,0.8385508060455322,0.3866659998893738,-0.10212350636720657,0.8646042943000793,0.3511275053024292,-0.11341775953769684
